prefecture,prefecture_slug,city,name,official_url,futsuu_nirin,oogata_nirin,source_url,verified_at
広島県,hiroshima,三原市,三原自動車学校,https://mihara-ds.jp/,1,1,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-23
広島県,hiroshima,三次市,三次インター自動車学校,https://inter-ds.jp/,1,1,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-23
広島県,hiroshima,三次市,広島県三次自動車学校,https://www.hiroankyo.or.jp/mds/,1,0,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-23
広島県,hiroshima,安芸郡熊野町,テクノ自動車学校,https://www.tekuno.info/,1,1,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-23
広島県,hiroshima,尾道市,広島県尾道自動車学校,https://www.ojg.jp/,1,0,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-23
広島県,hiroshima,広島市南区,中国自動車学校,https://www.chugoku-ds.co.jp/,1,1,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-25
広島県,hiroshima,広島市安佐北区,可部自動車学校,https://www.kabeds.co.jp/,1,1,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-23
広島県,hiroshima,広島市安佐北区,高陽自動車学校,https://koyo-ds.co.jp/,1,1,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-24
広島県,hiroshima,広島市安佐南区,沼田自動車学校,https://numaji.com/,1,1,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-23
広島県,hiroshima,広島市安芸区,ロイヤルドライビングスクール広島,https://www.royal-corp.com/ds/hiroshima/,1,1,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-23
広島県,hiroshima,広島市西区,広島中央自動車学校,https://www.hiroshima-chuoh.co.jp/,1,1,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-25
広島県,hiroshima,府中市,広島県府中自動車学校,https://f-ds.net/,1,0,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-23
広島県,hiroshima,廿日市市,廿日市自動車学校,https://www.hatsukaichi-ds.com/,1,0,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-23
広島県,hiroshima,東広島市,賀茂自動車学校,https://kamo-ds.com/,1,0,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-23
広島県,hiroshima,江田島市,江田島自動車学校,https://www.etaji.net/,1,0,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-24
広島県,hiroshima,福山市,コスモドライビングスクール,https://cosmo-ds.com/,1,0,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-23
広島県,hiroshima,福山市,フタバ自動車学校,https://www.futaba-ds.net/,1,1,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-23
広島県,hiroshima,福山市,ロイヤルドライビングスクール福山,https://www.royal-corp.com/ds/hukuyama/,1,1,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-23
広島県,hiroshima,福山市,備南自動車学校,https://www.binan-ds.co.jp/,1,1,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-23
広島県,hiroshima,福山市,山陽自動車学校,https://sanyo-driving.com/,1,1,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-23
広島県,hiroshima,福山市,東洋自動車学校,https://sanyo-group.com/toyo-home/,1,0,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-23
広島県,hiroshima,福山市,芦田川自動車学校,https://www.ashidagawa-ds.jp/,1,0,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-23
広島県,hiroshima,竹原市,竹原自動車学校,https://www.takeji.co.jp/,1,0,https://www.pref.hiroshima.lg.jp/site/police1/061-shitei-shitei1.html,2026-08-23
