prefecture,prefecture_slug,city,name,official_url,futsuu_nirin,oogata_nirin,source_url,verified_at
島根県,shimane,出雲市,出雲自動車学校,https://www.izumo-motor-school.ac.jp/,1,1,https://shimajikyo.jp/ichiran.html,2026-08-23
島根県,shimane,出雲市,出雲高等自動車教習所,https://izumokoutou.jp/,1,1,https://shimajikyo.jp/ichiran.html,2026-08-23
島根県,shimane,出雲市,平田自動車教習所,https://hds.ichibata.co.jp/,1,1,https://shimajikyo.jp/ichiran.html,2026-08-23
島根県,shimane,安来市,安来自動車教習所,https://yasugids.com/,1,0,https://shimajikyo.jp/ichiran.html,2026-08-23
島根県,shimane,松江市,松江城北自動車教習所,https://www.m-jyohoku.co.jp/,1,1,https://shimajikyo.jp/ichiran.html,2026-08-23
島根県,shimane,松江市,松江浜乃木自動車教習所,http://www.hamanogi.co.jp/,1,1,https://shimajikyo.jp/ichiran.html,2026-08-23
島根県,shimane,松江市,島根自動車学校,https://shimane-ds.com/,1,1,https://shimajikyo.jp/ichiran.html,2026-08-23
島根県,shimane,浜田市,浜田自動車教習所,https://hms-web.jp/,1,0,https://shimajikyo.jp/ichiran.html,2026-08-23
島根県,shimane,益田市,益田ドライビングスクール,https://mland-masuda.jp/,1,1,https://shimajikyo.jp/ichiran.html,2026-08-23
島根県,shimane,雲南市,木次自動車教習所,https://kisuki.jp/,1,1,https://shimajikyo.jp/ichiran.html,2026-08-23
