prefecture,prefecture_slug,city,name,official_url,futsuu_nirin,oogata_nirin,source_url,verified_at
山口県,yamaguchi,下松市,下松自動車学校,https://kudamatsu.e-jikou.com/,1,1,https://www.pref.yamaguchi.lg.jp/site/police/189821.html,2026-08-23
山口県,yamaguchi,下関市,アイルモータースクール下関,https://www.ill-ms.com/shimonoseki/,1,1,https://www.pref.yamaguchi.lg.jp/site/police/189821.html,2026-08-23
山口県,yamaguchi,下関市,山口県下関自動車学校,https://shimonoseki-j.com/,1,1,https://www.pref.yamaguchi.lg.jp/site/police/189821.html,2026-08-23
山口県,yamaguchi,下関市,山陽自動車学校,https://www.sanyo-jigaku.com/,1,1,https://www.pref.yamaguchi.lg.jp/site/police/189821.html,2026-08-23
山口県,yamaguchi,下関市,早鞆自動車学校,https://hds.ac.jp/,1,1,https://www.pref.yamaguchi.lg.jp/site/police/189821.html,2026-08-23
山口県,yamaguchi,光市,光自動車学校,http://www.hikari-ds.jp/,1,1,https://www.pref.yamaguchi.lg.jp/site/police/189821.html,2026-08-23
山口県,yamaguchi,周南市,南陽自動車学校,https://nanyo.e-jikou.com/,1,1,https://www.pref.yamaguchi.lg.jp/site/police/189821.html,2026-08-23
山口県,yamaguchi,周南市,周南自動車学校,https://www.shunan-ds.com/,1,1,https://www.pref.yamaguchi.lg.jp/site/police/189821.html,2026-08-23
山口県,yamaguchi,大島郡周防大島町,大島自動車学校,https://oshimajikou.ina-ka.com/,1,0,https://www.pref.yamaguchi.lg.jp/site/police/189821.html,2026-08-23
山口県,yamaguchi,宇部市,宇部中央自動車学校,https://ucds.jp/,1,1,https://www.pref.yamaguchi.lg.jp/site/police/189821.html,2026-08-23
山口県,yamaguchi,宇部市,山口県宇部自動車学校,https://ube-ds.jp/,1,0,https://www.pref.yamaguchi.lg.jp/site/police/189821.html,2026-08-24
山口県,yamaguchi,宇部市,西日本自動車学校,https://www.nishinihon1.com/,1,1,https://www.pref.yamaguchi.lg.jp/site/police/189821.html,2026-08-23
山口県,yamaguchi,山口市,そうごう自動車学校,https://sougou-ds.com/,1,1,https://www.pref.yamaguchi.lg.jp/site/police/189821.html,2026-08-23
山口県,yamaguchi,山口市,山口県小郡自動車学校,https://www.ogori-ds.com/,1,1,https://www.pref.yamaguchi.lg.jp/site/police/189821.html,2026-08-23
山口県,yamaguchi,山口市,湯田自動車学校,https://yudajikou.co.jp/,1,1,https://www.pref.yamaguchi.lg.jp/site/police/189821.html,2026-08-23
山口県,yamaguchi,岩国市,岩国自動車学校,https://www.iwakuni-ds.com/,1,1,https://www.pref.yamaguchi.lg.jp/site/police/189821.html,2026-08-23
山口県,yamaguchi,岩国市,玖西自動車学校,https://kuseijikou.sakura.ne.jp/,1,0,https://www.pref.yamaguchi.lg.jp/site/police/189821.html,2026-08-23
山口県,yamaguchi,柳井市,柳井自動車学校,https://yanaijikou.sakura.ne.jp/,1,0,https://www.pref.yamaguchi.lg.jp/site/police/189821.html,2026-08-23
山口県,yamaguchi,萩市,山口県萩自動車学校,https://hagidrivingschool.com/,1,1,https://www.pref.yamaguchi.lg.jp/site/police/189821.html,2026-08-23
山口県,yamaguchi,長門市,長門自動車学校,https://nagato.ac.jp/hightshool-life/drivingschool/,1,0,https://www.pref.yamaguchi.lg.jp/site/police/189821.html,2026-08-23
山口県,yamaguchi,防府市,山口県高等自動車学校,https://kotods.com/,1,1,https://www.pref.yamaguchi.lg.jp/site/police/189821.html,2026-08-24
