prefecture,prefecture_slug,city,name,official_url,futsuu_nirin,oogata_nirin,source_url,verified_at
青森県,aomori,つがる市,津軽自動車学校,https://licenceschool.wixsite.com/tsugaru,1,0,https://www.police.pref.aomori.jp/koutubu/menkyo/siken/306siteikyousyuujo.html,2026-08-23
青森県,aomori,むつ市,下北自動車学校,http://www.shimoji.server-shared.com/,1,0,https://www.police.pref.aomori.jp/koutubu/menkyo/siken/306siteikyousyuujo.html,2026-08-23
青森県,aomori,三戸郡三戸町,三八五オートスクール三戸,http://miyagoas.com/,1,0,https://www.police.pref.aomori.jp/koutubu/menkyo/siken/306siteikyousyuujo.html,2026-08-23
青森県,aomori,三戸郡階上町,八戸ライセンススクール,https://hachinohels.jp/,1,1,https://www.police.pref.aomori.jp/koutubu/menkyo/siken/306siteikyousyuujo.html,2026-08-23
青森県,aomori,三沢市,三沢中央自動車学校,http://www.misawa-chuo.jp/,1,1,https://www.police.pref.aomori.jp/koutubu/menkyo/siken/306siteikyousyuujo.html,2026-08-23
青森県,aomori,三沢市,三沢自動車学校,http://www.dsmisawa.jp/,1,1,https://www.police.pref.aomori.jp/koutubu/menkyo/siken/306siteikyousyuujo.html,2026-08-23
青森県,aomori,上北郡東北町,上北自動車学校,https://kakasi3.wixsite.com/aomo1963,1,0,https://www.police.pref.aomori.jp/koutubu/menkyo/siken/306siteikyousyuujo.html,2026-08-23
青森県,aomori,五所川原市,五所川原モータースクール,https://goshogawara-ms.jp/,1,0,https://www.police.pref.aomori.jp/koutubu/menkyo/siken/306siteikyousyuujo.html,2026-08-23
青森県,aomori,八戸市,三八五オートスクール八戸,http://miyagoas.com/,1,1,https://www.police.pref.aomori.jp/koutubu/menkyo/siken/306siteikyousyuujo.html,2026-08-23
青森県,aomori,八戸市,八戸モータースクール,https://www.motor-school.jp/hachinohe/,1,1,https://www.police.pref.aomori.jp/koutubu/menkyo/siken/306siteikyousyuujo.html,2026-08-23
青森県,aomori,十和田市,十和田中央モータースクール,https://towada-ms.com/,1,1,https://www.police.pref.aomori.jp/koutubu/menkyo/siken/306siteikyousyuujo.html,2026-08-23
青森県,aomori,弘前市,三ツ矢自動車学校,http://www.mituya-ds.jp/,1,1,https://www.police.pref.aomori.jp/koutubu/menkyo/siken/306siteikyousyuujo.html,2026-08-23
青森県,aomori,弘前市,弘前モータースクール,https://www.motor-school.jp/hirosaki/,1,1,https://www.police.pref.aomori.jp/koutubu/menkyo/siken/306siteikyousyuujo.html,2026-08-23
青森県,aomori,青森市,マツダドライビングスクール青森,https://www.mazda-ds.com/,1,0,https://www.police.pref.aomori.jp/koutubu/menkyo/siken/306siteikyousyuujo.html,2026-08-23
青森県,aomori,青森市,青森モータースクール,https://www.motor-school.jp/aomori/,1,1,https://www.police.pref.aomori.jp/koutubu/menkyo/siken/306siteikyousyuujo.html,2026-08-23
青森県,aomori,青森市,青森中央自動車学校,https://kakasi3.wixsite.com/aomo1963/aomo,1,1,https://www.police.pref.aomori.jp/koutubu/menkyo/siken/306siteikyousyuujo.html,2026-08-23
青森県,aomori,青森市,青森東部自動車学校,https://www.toubu-ds.com/,1,0,https://www.police.pref.aomori.jp/koutubu/menkyo/siken/306siteikyousyuujo.html,2026-08-23
青森県,aomori,黒石市,黒石自動車教習所,https://www.kjk3300.jp/,1,1,https://www.police.pref.aomori.jp/koutubu/menkyo/siken/306siteikyousyuujo.html,2026-08-23
