prefecture,prefecture_slug,city,name,official_url,futsuu_nirin,oogata_nirin,source_url,verified_at
宮城県,miyagi,仙台市青葉区,中山ドライブスクール,https://nakayama-drive.co.jp/,1,0,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
宮城県,miyagi,仙台市青葉区,仙台赤門自動車学校,http://sendai-akamon.com/,1,0,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-24
宮城県,miyagi,仙台市青葉区,花壇自動車学校,https://www.kadan.jp/,1,1,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
宮城県,miyagi,仙台市宮城野区,R45・日の出自動車学校,https://www.r45-ds.com/,1,1,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
宮城県,miyagi,仙台市宮城野区,仙台ドライブスクール,https://sendai-drive.co.jp/,1,0,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-24
宮城県,miyagi,仙台市宮城野区,仙台中央自動車学校,https://www.sdc-ds.com/,1,0,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
宮城県,miyagi,仙台市宮城野区,東部自動車学校,https://www.tobu-ds.co.jp/,1,0,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
宮城県,miyagi,仙台市太白区,仙台自動車学校,https://sendai--ds.sakura.ne.jp/,1,0,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
宮城県,miyagi,仙台市太白区,南仙台自動車学校,https://www.m-sendai-ds.com/,1,1,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
宮城県,miyagi,仙台市太白区,宮交自動車学校,https://www.miyakou-ds.com/,1,1,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
宮城県,miyagi,仙台市太白区,宮城自動車学校,http://www.miyagi-ds.com/,1,0,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-24
宮城県,miyagi,仙台市泉区,仙台北自動車学校,https://sendaikita.co.jp/,1,1,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
宮城県,miyagi,仙台市泉区,奥羽自動車学校,https://www.ohu.co.jp/,1,1,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
宮城県,miyagi,仙台市泉区,泉自動車学校,https://www.izumi-ds.co.jp/,1,1,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
宮城県,miyagi,加美郡加美町,加美自動車学校,https://kami-school.co.jp/,1,0,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
宮城県,miyagi,富谷市,富谷自動車学校,https://www.menkyo.biz/tomiya/,1,1,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-24
宮城県,miyagi,岩沼市,岩沼自動車学校,https://www.iwanuma-ds.com/,1,0,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
宮城県,miyagi,宮城郡利府町,利府自動車学校,https://rifu-ds.co.jp/,1,1,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
宮城県,miyagi,大崎市,仙北自動車学校,https://www.senpoku-ds.com/,1,1,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
宮城県,miyagi,大崎市,古川自動車学校,https://furukawa-ds.or.jp/,1,1,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
宮城県,miyagi,大崎市,古川自動車教習センター,https://furukawakyoshu.jp/,1,0,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
宮城県,miyagi,塩竈市,東日本自動車学校,http://www.ejds.co.jp/,1,1,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
宮城県,miyagi,白石市,南蔵王自動車学校,https://www.m-zao-ds.com/,1,1,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
宮城県,miyagi,石巻市,パセオ・ドライビングカレッジ,https://paseo-dc.com/,1,1,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-24
宮城県,miyagi,石巻市,石巻中部自動車学校,https://www.menkyo.biz/chubu/,1,1,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-24
宮城県,miyagi,石巻市,石巻第一自動車学校,https://id-ds.co.jp/,1,1,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-24
宮城県,miyagi,石巻市,石巻自動車学校,https://ids2022.sakura.ne.jp/,1,1,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
宮城県,miyagi,登米市,佐沼自動車学校,https://sanuma-ds.co.jp/,1,0,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
宮城県,miyagi,登米市,北宮城自動車学校,https://www.kitamiyagi-ds.com/,1,0,https://www.police.pref.miyagi.jp/menkyo/kousyu/kousyu_kourei.html,2026-08-23
