prefecture,prefecture_slug,city,name,official_url,futsuu_nirin,oogata_nirin,source_url,verified_at
熊本県,kumamoto,上天草市,大矢野自動車学校,https://oyano.jp/,1,1,https://www.kumakyo.or.jp/dschool.html,2026-08-23
熊本県,kumamoto,上益城郡御船町,熊本バス自動車学校,https://kuma-bus-ds.com/,1,1,https://www.kumakyo.or.jp/dschool.html,2026-08-23
熊本県,kumamoto,天草市,天草自動車学校,https://amakusa-ds.co.jp/,1,1,https://www.kumakyo.or.jp/dschool.html,2026-08-23
熊本県,kumamoto,天草市,牛深自動車学校,https://ushibuka.jp/,1,0,https://www.kumakyo.or.jp/dschool.html,2026-08-23
熊本県,kumamoto,宇土市,熊本南自動車学校,https://www.minami-ds.co.jp/,1,1,https://www.kumakyo.or.jp/dschool.html,2026-08-23
熊本県,kumamoto,八代市,CAT八代自動車学校,http://cat-ds.com/,1,1,https://www.kumakyo.or.jp/dschool.html,2026-08-23
熊本県,kumamoto,八代市,YDS八代ドライビングスクール,https://yds-web.com/,1,1,https://www.kumakyo.or.jp/dschool.html,2026-08-24
熊本県,kumamoto,水俣市,水俣自動車学校,https://minamata-ds.com/,1,1,https://www.kumakyo.or.jp/dschool.html,2026-08-23
熊本県,kumamoto,玉名市,大洋自動車学校,https://taiyo-ds.jp/,1,1,https://www.kumakyo.or.jp/dschool.html,2026-08-23
熊本県,kumamoto,玉名市,大洋第二自動車学校,https://taiyo-ds.jp/,1,0,https://www.kumakyo.or.jp/dschool.html,2026-08-23
熊本県,kumamoto,球磨郡あさぎり町,中球磨モータースクール,https://nakakuma-ms.com/,1,1,https://www.kumakyo.or.jp/dschool.html,2026-08-24
熊本県,kumamoto,菊池市,KDS菊池自動車学校,https://www.k-ds.net/kikuchi_top,1,1,https://www.kumakyo.or.jp/dschool.html,2026-08-23
熊本県,kumamoto,菊池市,城北自動車学校,https://www.jyohoku-ds.co.jp/,1,1,https://www.kumakyo.or.jp/dschool.html,2026-08-23
熊本県,kumamoto,菊池郡菊陽町,菊陽自動車学校,https://www.kikuyou-ds.co.jp/,1,1,https://www.kumakyo.or.jp/dschool.html,2026-08-23
熊本県,kumamoto,荒尾市,荒尾自動車学園,https://www.arao2.com/,1,1,https://www.kumakyo.or.jp/dschool.html,2026-08-23
熊本県,kumamoto,熊本市中央区,中央自動車学校,https://chuo-ds.com/,1,1,https://www.kumakyo.or.jp/dschool.html,2026-08-23
熊本県,kumamoto,熊本市中央区,寺原自動車学校,https://www.terrabal.co.jp/,1,1,https://www.kumakyo.or.jp/dschool.html,2026-08-24
熊本県,kumamoto,熊本市西区,上熊本三陽自動車学校,https://sanyo-ds.com/,1,1,https://www.kumakyo.or.jp/dschool.html,2026-08-23
熊本県,kumamoto,熊本市西区,三陽自動車学校熊本駅田崎校,https://sanyo-ds.com/,1,1,https://www.kumakyo.or.jp/dschool.html,2026-08-24
熊本県,kumamoto,人吉市,人吉自動車学校,,1,0,https://www.kumakyo.or.jp/dschool.html,2026-08-24
熊本県,kumamoto,阿蘇市,阿蘇自動車学校,https://aso-ds.jp/,1,1,https://www.kumakyo.or.jp/dschool.html,2026-08-23
