prefecture,prefecture_slug,city,name,official_url,futsuu_nirin,oogata_nirin,source_url,verified_at
山形県,yamagata,山形市,農機連自動車学校,https://heart-ds.co.jp/,1,1,https://www.pref.yamagata.jp/800033/kensei/police/untemmenkyo/kousyu/koureishakoushu.html,2026-08-23
山形県,yamagata,山形市,マツキドライビングスクール山形中央校,https://yamachu-ds.com/,1,1,https://www.pref.yamagata.jp/800033/kensei/police/untemmenkyo/kousyu/koureishakoushu.html,2026-08-23
山形県,yamagata,山形市,蔵王自動車学園,https://zao-ds.jp/,1,1,https://www.pref.yamagata.jp/800033/kensei/police/untemmenkyo/kousyu/koureishakoushu.html,2026-08-23
山形県,yamagata,天童市,山貴ドライビングカレッジ,https://www.yamadora.co.jp/,1,0,https://www.pref.yamagata.jp/800033/kensei/police/untemmenkyo/kousyu/koureishakoushu.html,2026-08-23
山形県,yamagata,天童市,天童自動車学校,https://ytds.co.jp/,1,1,https://www.pref.yamagata.jp/800033/kensei/police/untemmenkyo/kousyu/koureishakoushu.html,2026-08-23
山形県,yamagata,寒河江市,寒河江自動車学校,https://ds-sagae.co.jp/,1,1,https://www.pref.yamagata.jp/800033/kensei/police/untemmenkyo/kousyu/koureishakoushu.html,2026-08-23
山形県,yamagata,寒河江市,平野学園自動車学校,http://www.hirano-d.co.jp/,1,0,https://www.pref.yamagata.jp/800033/kensei/police/untemmenkyo/kousyu/koureishakoushu.html,2026-08-24
山形県,yamagata,東根市,東根自動車学校,https://www.higashine-ds.com/,1,1,https://www.pref.yamagata.jp/800033/kensei/police/untemmenkyo/kousyu/koureishakoushu.html,2026-08-23
山形県,yamagata,村山市,マツキドライビングスクールさくらんぼ校,https://sakuranbo-driving.co.jp/,1,1,https://www.pref.yamagata.jp/800033/kensei/police/untemmenkyo/kousyu/koureishakoushu.html,2026-08-23
山形県,yamagata,村山市,マツキドライビングスクール村山校,https://murayama-ds.com/,1,1,https://www.pref.yamagata.jp/800033/kensei/police/untemmenkyo/kousyu/koureishakoushu.html,2026-08-23
山形県,yamagata,新庄市,新庄自動車学校,http://www2.gol.com/users/shinjo-driv-s/,1,0,https://www.pref.yamagata.jp/800033/kensei/police/untemmenkyo/kousyu/koureishakoushu.html,2026-08-24
山形県,yamagata,米沢市,マツキドライビングスクール米沢松岬校,https://www.matsugasaki.co.jp/,1,1,https://www.pref.yamagata.jp/800033/kensei/police/untemmenkyo/kousyu/koureishakoushu.html,2026-08-23
山形県,yamagata,米沢市,米沢ドライビングスクール,https://yonezawa-ds.com/,1,1,https://www.pref.yamagata.jp/800033/kensei/police/untemmenkyo/kousyu/koureishakoushu.html,2026-08-23
山形県,yamagata,南陽市,マツキドライビングスクール赤湯校,https://www.akayu-ds.jp/,1,1,https://www.pref.yamagata.jp/800033/kensei/police/untemmenkyo/kousyu/koureishakoushu.html,2026-08-23
山形県,yamagata,東置賜郡高畠町,県南自動車学校,https://yamagata-kennan.co.jp/,1,1,https://www.pref.yamagata.jp/800033/kensei/police/untemmenkyo/kousyu/koureishakoushu.html,2026-08-23
山形県,yamagata,長井市,マツキドライビングスクール長井校,https://www.nagai-ds.jp/,1,1,https://www.pref.yamagata.jp/800033/kensei/police/untemmenkyo/kousyu/koureishakoushu.html,2026-08-23
山形県,yamagata,西置賜郡白鷹町,マツキドライビングスクール白鷹校,https://www.siratacar.jp/,1,0,https://www.pref.yamagata.jp/800033/kensei/police/untemmenkyo/kousyu/koureishakoushu.html,2026-08-23
山形県,yamagata,鶴岡市,セーフティドライビングアカデミー鶴岡,https://www.sda-turuoka.com/,1,1,https://www.pref.yamagata.jp/800033/kensei/police/untemmenkyo/kousyu/koureishakoushu.html,2026-08-23
山形県,yamagata,鶴岡市,庄交学園自動車教習所,https://www.shoko-corpo.jp/gakuen/,1,1,https://www.pref.yamagata.jp/800033/kensei/police/untemmenkyo/kousyu/koureishakoushu.html,2026-08-23
山形県,yamagata,酒田市,出羽自動車教習所,https://www.dewa-ds.jp/,1,0,https://www.pref.yamagata.jp/800033/kensei/police/untemmenkyo/kousyu/koureishakoushu.html,2026-08-23
